label,language,filename,source_title,source_domain,source_type,publication_date,collection_date,url,quota_role,record_kind,character_count
TW AI Technology Stock Trend-AI Semiconductor And Advanced Packaging,en,#T#[TW AI Technology Stock Trend-AI Semiconductor And Advanced Packaging]/en_077.txt,Public news index: 家登 Gudeng | broker ratings and target prices | Taiwan AI technology equities,bing.com,public news-search index,candidate results from 2024–2026,2026-07-23,https://www.bing.com/news/search?q=%E5%AE%B6%E7%99%BB+Gudeng+broker+ratings+and+target+prices+Taiwan+AI+technology+stocks+trend+news+analyst+2024+2025+2026&setlang=en-us&FORM=HDRSC6,direct fine-grained sample,public news-search index,4502
TW AI Technology Stock Trend-AI Semiconductor And Advanced Packaging,en,#T#[TW AI Technology Stock Trend-AI Semiconductor And Advanced Packaging]/en_078.txt,Public news index: 中砂 Kinik | broker ratings and target prices | Taiwan AI technology equities,bing.com,public news-search index,candidate results from 2024–2026,2026-07-23,https://www.bing.com/news/search?q=%E4%B8%AD%E7%A0%82+Kinik+broker+ratings+and+target+prices+Taiwan+AI+technology+stocks+trend+news+analyst+2024+2025+2026&setlang=en-us&FORM=HDRSC6,direct fine-grained sample,public news-search index,4493
TW AI Technology Stock Trend-AI Semiconductor And Advanced Packaging,en,#T#[TW AI Technology Stock Trend-AI Semiconductor And Advanced Packaging]/en_079.txt,Public news index: 均豪 Gallant Precision Machining | broker ratings and target prices | Taiwan AI technology equities,bing.com,public news-search index,candidate results from 2024–2026,2026-07-23,https://www.bing.com/news/search?q=%E5%9D%87%E8%B1%AA+Gallant+Precision+Machining+broker+ratings+and+target+prices+Taiwan+AI+technology+stocks+trend+news+analyst+2024+2025+2026&setlang=en-us&FORM=HDRSC6,direct fine-grained sample,public news-search index,4582
TW AI Technology Stock Trend-AI Semiconductor And Advanced Packaging,en,#T#[TW AI Technology Stock Trend-AI Semiconductor And Advanced Packaging]/en_080.txt,Public news index: 致茂 Chroma | broker ratings and target prices | Taiwan AI technology equities,bing.com,public news-search index,candidate results from 2024–2026,2026-07-23,https://www.bing.com/news/search?q=%E8%87%B4%E8%8C%82+Chroma+broker+ratings+and+target+prices+Taiwan+AI+technology+stocks+trend+news+analyst+2024+2025+2026&setlang=en-us&FORM=HDRSC6,direct fine-grained sample,public news-search index,4485
TW AI Technology Stock Trend-AI Semiconductor And Advanced Packaging,en,#T#[TW AI Technology Stock Trend-AI Semiconductor And Advanced Packaging]/en_081.txt,Public news index: 台積電 TSMC | valuation multiples and fund rotation | Taiwan AI technology equities,bing.com,public news-search index,candidate results from 2024–2026,2026-07-23,https://www.bing.com/news/search?q=%E5%8F%B0%E7%A9%8D%E9%9B%BB+TSMC+valuation+multiples+and+fund+rotation+Taiwan+AI+technology+stocks+trend+news+analyst+2024+2025+2026&setlang=en-us&FORM=HDRSC6,direct fine-grained sample,public news-search index,4516
TW AI Technology Stock Trend-AI Semiconductor And Advanced Packaging,en,#T#[TW AI Technology Stock Trend-AI Semiconductor And Advanced Packaging]/en_082.txt,Public news index: 聯發科 MediaTek | valuation multiples and fund rotation | Taiwan AI technology equities,bing.com,public news-search index,candidate results from 2024–2026,2026-07-23,https://www.bing.com/news/search?q=%E8%81%AF%E7%99%BC%E7%A7%91+MediaTek+valuation+multiples+and+fund+rotation+Taiwan+AI+technology+stocks+trend+news+analyst+2024+2025+2026&setlang=en-us&FORM=HDRSC6,direct fine-grained sample,public news-search index,4514
TW AI Technology Stock Trend-AI Semiconductor And Advanced Packaging,en,#T#[TW AI Technology Stock Trend-AI Semiconductor And Advanced Packaging]/en_083.txt,Public news index: 日月光投控 ASE Technology | valuation multiples and fund rotation | Taiwan AI technology equities,bing.com,public news-search index,candidate results from 2024–2026,2026-07-23,https://www.bing.com/news/search?q=%E6%97%A5%E6%9C%88%E5%85%89%E6%8A%95%E6%8E%A7+ASE+Technology+valuation+multiples+and+fund+rotation+Taiwan+AI+technology+stocks+trend+news+analyst+2024+2025+2026&setlang=en-us&FORM=HDRSC6,direct fine-grained sample,public news-search index,4567
TW AI Technology Stock Trend-AI Semiconductor And Advanced Packaging,en,#T#[TW AI Technology Stock Trend-AI Semiconductor And Advanced Packaging]/en_084.txt,Public news index: 創意 Global Unichip | valuation multiples and fund rotation | Taiwan AI technology equities,bing.com,public news-search index,candidate results from 2024–2026,2026-07-23,https://www.bing.com/news/search?q=%E5%89%B5%E6%84%8F+Global+Unichip+valuation+multiples+and+fund+rotation+Taiwan+AI+technology+stocks+trend+news+analyst+2024+2025+2026&setlang=en-us&FORM=HDRSC6,direct fine-grained sample,public news-search index,4535
TW AI Technology Stock Trend-AI Semiconductor And Advanced Packaging,en,#T#[TW AI Technology Stock Trend-AI Semiconductor And Advanced Packaging]/en_085.txt,Public news index: 世芯-KY Alchip | valuation multiples and fund rotation | Taiwan AI technology equities,bing.com,public news-search index,candidate results from 2024–2026,2026-07-23,https://www.bing.com/news/search?q=%E4%B8%96%E8%8A%AF-KY+Alchip+valuation+multiples+and+fund+rotation+Taiwan+AI+technology+stocks+trend+news+analyst+2024+2025+2026&setlang=en-us&FORM=HDRSC6,direct fine-grained sample,public news-search index,4536
TW AI Technology Stock Trend-AI Semiconductor And Advanced Packaging,en,#T#[TW AI Technology Stock Trend-AI Semiconductor And Advanced Packaging]/en_086.txt,Public news index: 力旺 eMemory | valuation multiples and fund rotation | Taiwan AI technology equities,bing.com,public news-search index,candidate results from 2024–2026,2026-07-23,https://www.bing.com/news/search?q=%E5%8A%9B%E6%97%BA+eMemory+valuation+multiples+and+fund+rotation+Taiwan+AI+technology+stocks+trend+news+analyst+2024+2025+2026&setlang=en-us&FORM=HDRSC6,direct fine-grained sample,public news-search index,4522
TW AI Technology Stock Trend-AI Semiconductor And Advanced Packaging,en,#T#[TW AI Technology Stock Trend-AI Semiconductor And Advanced Packaging]/en_087.txt,Public news index: 智原 Faraday | valuation multiples and fund rotation | Taiwan AI technology equities,bing.com,public news-search index,candidate results from 2024–2026,2026-07-23,https://www.bing.com/news/search?q=%E6%99%BA%E5%8E%9F+Faraday+valuation+multiples+and+fund+rotation+Taiwan+AI+technology+stocks+trend+news+analyst+2024+2025+2026&setlang=en-us&FORM=HDRSC6,direct fine-grained sample,public news-search index,4526
TW AI Technology Stock Trend-AI Semiconductor And Advanced Packaging,en,#T#[TW AI Technology Stock Trend-AI Semiconductor And Advanced Packaging]/en_088.txt,Public news index: M31 | valuation multiples and fund rotation | Taiwan AI technology equities,bing.com,public news-search index,candidate results from 2024–2026,2026-07-23,https://www.bing.com/news/search?q=M31+valuation+multiples+and+fund+rotation+Taiwan+AI+technology+stocks+trend+news+analyst+2024+2025+2026&setlang=en-us&FORM=HDRSC6,direct fine-grained sample,public news-search index,4477
TW AI Technology Stock Trend-AI Semiconductor And Advanced Packaging,en,#T#[TW AI Technology Stock Trend-AI Semiconductor And Advanced Packaging]/en_089.txt,Public news index: 晶心科 Andes Technology | valuation multiples and fund rotation | Taiwan AI technology equities,bing.com,public news-search index,candidate results from 2024–2026,2026-07-23,https://www.bing.com/news/search?q=%E6%99%B6%E5%BF%83%E7%A7%91+Andes+Technology+valuation+multiples+and+fund+rotation+Taiwan+AI+technology+stocks+trend+news+analyst+2024+2025+2026&setlang=en-us&FORM=HDRSC6,direct fine-grained sample,public news-search index,4570
TW AI Technology Stock Trend-AI Semiconductor And Advanced Packaging,en,#T#[TW AI Technology Stock Trend-AI Semiconductor And Advanced Packaging]/en_090.txt,Public news index: 京元電子 King Yuan Electronics | valuation multiples and fund rotation | Taiwan AI technology equities,bing.com,public news-search index,candidate results from 2024–2026,2026-07-23,https://www.bing.com/news/search?q=%E4%BA%AC%E5%85%83%E9%9B%BB%E5%AD%90+King+Yuan+Electronics+valuation+multiples+and+fund+rotation+Taiwan+AI+technology+stocks+trend+news+analyst+2024+2025+2026&setlang=en-us&FORM=HDRSC6,direct fine-grained sample,public news-search index,4589
TW AI Technology Stock Trend-AI Semiconductor And Advanced Packaging,en,#T#[TW AI Technology Stock Trend-AI Semiconductor And Advanced Packaging]/en_091.txt,Public news index: 矽格 Sigurd | valuation multiples and fund rotation | Taiwan AI technology equities,bing.com,public news-search index,candidate results from 2024–2026,2026-07-23,https://www.bing.com/news/search?q=%E7%9F%BD%E6%A0%BC+Sigurd+valuation+multiples+and+fund+rotation+Taiwan+AI+technology+stocks+trend+news+analyst+2024+2025+2026&setlang=en-us&FORM=HDRSC6,direct fine-grained sample,public news-search index,4512
TW AI Technology Stock Trend-AI Semiconductor And Advanced Packaging,en,#T#[TW AI Technology Stock Trend-AI Semiconductor And Advanced Packaging]/en_092.txt,Public news index: 欣銓 Ardentec | valuation multiples and fund rotation | Taiwan AI technology equities,bing.com,public news-search index,candidate results from 2024–2026,2026-07-23,https://www.bing.com/news/search?q=%E6%AC%A3%E9%8A%93+Ardentec+valuation+multiples+and+fund+rotation+Taiwan+AI+technology+stocks+trend+news+analyst+2024+2025+2026&setlang=en-us&FORM=HDRSC6,direct fine-grained sample,public news-search index,4502
TW AI Technology Stock Trend-AI Semiconductor And Advanced Packaging,en,#T#[TW AI Technology Stock Trend-AI Semiconductor And Advanced Packaging]/en_093.txt,Public news index: 穎崴 WinWay | valuation multiples and fund rotation | Taiwan AI technology equities,bing.com,public news-search index,candidate results from 2024–2026,2026-07-23,https://www.bing.com/news/search?q=%E7%A9%8E%E5%B4%B4+WinWay+valuation+multiples+and+fund+rotation+Taiwan+AI+technology+stocks+trend+news+analyst+2024+2025+2026&setlang=en-us&FORM=HDRSC6,direct fine-grained sample,public news-search index,4499
TW AI Technology Stock Trend-AI Semiconductor And Advanced Packaging,en,#T#[TW AI Technology Stock Trend-AI Semiconductor And Advanced Packaging]/en_094.txt,Public news index: 旺矽 MPI | valuation multiples and fund rotation | Taiwan AI technology equities,bing.com,public news-search index,candidate results from 2024–2026,2026-07-23,https://www.bing.com/news/search?q=%E6%97%BA%E7%9F%BD+MPI+valuation+multiples+and+fund+rotation+Taiwan+AI+technology+stocks+trend+news+analyst+2024+2025+2026&setlang=en-us&FORM=HDRSC6,direct fine-grained sample,public news-search index,4491
TW AI Technology Stock Trend-AI Semiconductor And Advanced Packaging,en,#T#[TW AI Technology Stock Trend-AI Semiconductor And Advanced Packaging]/en_095.txt,Public news index: 弘塑 Grand Process Technology | valuation multiples and fund rotation | Taiwan AI technology equities,bing.com,public news-search index,candidate results from 2024–2026,2026-07-23,https://www.bing.com/news/search?q=%E5%BC%98%E5%A1%91+Grand+Process+Technology+valuation+multiples+and+fund+rotation+Taiwan+AI+technology+stocks+trend+news+analyst+2024+2025+2026&setlang=en-us&FORM=HDRSC6,direct fine-grained sample,public news-search index,4596
TW AI Technology Stock Trend-AI Semiconductor And Advanced Packaging,en,#T#[TW AI Technology Stock Trend-AI Semiconductor And Advanced Packaging]/en_096.txt,Public news index: 辛耘 Scientech | valuation multiples and fund rotation | Taiwan AI technology equities,bing.com,public news-search index,candidate results from 2024–2026,2026-07-23,https://www.bing.com/news/search?q=%E8%BE%9B%E8%80%98+Scientech+valuation+multiples+and+fund+rotation+Taiwan+AI+technology+stocks+trend+news+analyst+2024+2025+2026&setlang=en-us&FORM=HDRSC6,direct fine-grained sample,public news-search index,4530
TW AI Technology Stock Trend-AI Semiconductor And Advanced Packaging,en,#T#[TW AI Technology Stock Trend-AI Semiconductor And Advanced Packaging]/en_097.txt,Public news index: 家登 Gudeng | valuation multiples and fund rotation | Taiwan AI technology equities,bing.com,public news-search index,candidate results from 2024–2026,2026-07-23,https://www.bing.com/news/search?q=%E5%AE%B6%E7%99%BB+Gudeng+valuation+multiples+and+fund+rotation+Taiwan+AI+technology+stocks+trend+news+analyst+2024+2025+2026&setlang=en-us&FORM=HDRSC6,direct fine-grained sample,public news-search index,4522
TW AI Technology Stock Trend-AI Semiconductor And Advanced Packaging,en,#T#[TW AI Technology Stock Trend-AI Semiconductor And Advanced Packaging]/en_098.txt,Public news index: 中砂 Kinik | valuation multiples and fund rotation | Taiwan AI technology equities,bing.com,public news-search index,candidate results from 2024–2026,2026-07-23,https://www.bing.com/news/search?q=%E4%B8%AD%E7%A0%82+Kinik+valuation+multiples+and+fund+rotation+Taiwan+AI+technology+stocks+trend+news+analyst+2024+2025+2026&setlang=en-us&FORM=HDRSC6,direct fine-grained sample,public news-search index,4513
TW AI Technology Stock Trend-AI Semiconductor And Advanced Packaging,en,#T#[TW AI Technology Stock Trend-AI Semiconductor And Advanced Packaging]/en_099.txt,Public news index: 均豪 Gallant Precision Machining | valuation multiples and fund rotation | Taiwan AI technology equities,bing.com,public news-search index,candidate results from 2024–2026,2026-07-23,https://www.bing.com/news/search?q=%E5%9D%87%E8%B1%AA+Gallant+Precision+Machining+valuation+multiples+and+fund+rotation+Taiwan+AI+technology+stocks+trend+news+analyst+2024+2025+2026&setlang=en-us&FORM=HDRSC6,direct fine-grained sample,public news-search index,4602
TW AI Technology Stock Trend-AI Semiconductor And Advanced Packaging,en,#T#[TW AI Technology Stock Trend-AI Semiconductor And Advanced Packaging]/en_100.txt,Public news index: 致茂 Chroma | valuation multiples and fund rotation | Taiwan AI technology equities,bing.com,public news-search index,candidate results from 2024–2026,2026-07-23,https://www.bing.com/news/search?q=%E8%87%B4%E8%8C%82+Chroma+valuation+multiples+and+fund+rotation+Taiwan+AI+technology+stocks+trend+news+analyst+2024+2025+2026&setlang=en-us&FORM=HDRSC6,direct fine-grained sample,public news-search index,4505
TW AI Technology Stock Trend-AI Server And System Manufacturing,zh,#T#[TW AI Technology Stock Trend-AI Server And System Manufacturing]/zh_001.txt,搭上AI伺服器浪潮！看好2026年續拚雙位數成長，非紅供應鏈優勢浮現,tw.stock.yahoo.com,新聞媒體／市場資訊,2026-02-08,2026-07-23,https://tw.stock.yahoo.com/news/%E6%90%AD%E4%B8%8Aai%E4%BC%BA%E6%9C%8D%E5%99%A8%E6%B5%AA%E6%BD%AE-%E5%AE%83-%E7%9C%8B%E5%A5%BD2026%E5%B9%B4%E7%BA%8C%E6%8B%9A%E9%9B%99%E4%BD%8D%E6%95%B8%E6%88%90%E9%95%B7-%E9%9D%9E%E7%B4%85%E4%BE%9B%E6%87%89%E9%8F%88%E5%84%AA%E5%8B%A2%E6%B5%AE%E7%8F%BE-125000746.html,direct fine-grained sample,identified public source,1842
TW AI Technology Stock Trend-AI Server And System Manufacturing,zh,#T#[TW AI Technology Stock Trend-AI Server And System Manufacturing]/zh_002.txt,2025 AI概念股年終總整理：伺服器、水冷散熱與2026投資前瞻,stock.neww.tw,市場分析網站,2025-12-03,2026-07-23,https://stock.neww.tw/stock/ai-concept-stocks/,direct fine-grained sample,identified public source,1583
TW AI Technology Stock Trend-AI Server And System Manufacturing,zh,#T#[TW AI Technology Stock Trend-AI Server And System Manufacturing]/zh_003.txt,公開新聞索引：緯創 Wistron｜AI伺服器出貨與機櫃放量｜AI伺服器、ODM與系統製造股,bing.com,公開新聞搜尋索引,2024–2026 候選結果,2026-07-23,https://www.bing.com/news/search?q=%E7%B7%AF%E5%89%B5+Wistron+AI%E4%BC%BA%E6%9C%8D%E5%99%A8%E5%87%BA%E8%B2%A8%E8%88%87%E6%A9%9F%E6%AB%83%E6%94%BE%E9%87%8F+%E5%8F%B0%E8%82%A1+AI+%E7%A7%91%E6%8A%80%E8%82%A1+%E8%B5%B0%E5%8B%A2+%E6%96%B0%E8%81%9E+%E6%B3%95%E4%BA%BA+2024+2025+2026&setlang=zh-tw&FORM=HDRSC6,direct fine-grained sample,public news-search index,1922
TW AI Technology Stock Trend-AI Server And System Manufacturing,zh,#T#[TW AI Technology Stock Trend-AI Server And System Manufacturing]/zh_004.txt,公開新聞索引：緯穎 Wiwynn｜AI伺服器出貨與機櫃放量｜AI伺服器、ODM與系統製造股,bing.com,公開新聞搜尋索引,2024–2026 候選結果,2026-07-23,https://www.bing.com/news/search?q=%E7%B7%AF%E7%A9%8E+Wiwynn+AI%E4%BC%BA%E6%9C%8D%E5%99%A8%E5%87%BA%E8%B2%A8%E8%88%87%E6%A9%9F%E6%AB%83%E6%94%BE%E9%87%8F+%E5%8F%B0%E8%82%A1+AI+%E7%A7%91%E6%8A%80%E8%82%A1+%E8%B5%B0%E5%8B%A2+%E6%96%B0%E8%81%9E+%E6%B3%95%E4%BA%BA+2024+2025+2026&setlang=zh-tw&FORM=HDRSC6,direct fine-grained sample,public news-search index,1917
TW AI Technology Stock Trend-AI Server And System Manufacturing,zh,#T#[TW AI Technology Stock Trend-AI Server And System Manufacturing]/zh_005.txt,公開新聞索引：英業達 Inventec｜AI伺服器出貨與機櫃放量｜AI伺服器、ODM與系統製造股,bing.com,公開新聞搜尋索引,2024–2026 候選結果,2026-07-23,https://www.bing.com/news/search?q=%E8%8B%B1%E6%A5%AD%E9%81%94+Inventec+AI%E4%BC%BA%E6%9C%8D%E5%99%A8%E5%87%BA%E8%B2%A8%E8%88%87%E6%A9%9F%E6%AB%83%E6%94%BE%E9%87%8F+%E5%8F%B0%E8%82%A1+AI+%E7%A7%91%E6%8A%80%E8%82%A1+%E8%B5%B0%E5%8B%A2+%E6%96%B0%E8%81%9E+%E6%B3%95%E4%BA%BA+2024+2025+2026&setlang=zh-tw&FORM=HDRSC6,direct fine-grained sample,public news-search index,1940
TW AI Technology Stock Trend-AI Server And System Manufacturing,zh,#T#[TW AI Technology Stock Trend-AI Server And System Manufacturing]/zh_006.txt,公開新聞索引：和碩 Pegatron｜AI伺服器出貨與機櫃放量｜AI伺服器、ODM與系統製造股,bing.com,公開新聞搜尋索引,2024–2026 候選結果,2026-07-23,https://www.bing.com/news/search?q=%E5%92%8C%E7%A2%A9+Pegatron+AI%E4%BC%BA%E6%9C%8D%E5%99%A8%E5%87%BA%E8%B2%A8%E8%88%87%E6%A9%9F%E6%AB%83%E6%94%BE%E9%87%8F+%E5%8F%B0%E8%82%A1+AI+%E7%A7%91%E6%8A%80%E8%82%A1+%E8%B5%B0%E5%8B%A2+%E6%96%B0%E8%81%9E+%E6%B3%95%E4%BA%BA+2024+2025+2026&setlang=zh-tw&FORM=HDRSC6,direct fine-grained sample,public news-search index,1928
TW AI Technology Stock Trend-AI Server And System Manufacturing,zh,#T#[TW AI Technology Stock Trend-AI Server And System Manufacturing]/zh_007.txt,公開新聞索引：技嘉 Gigabyte｜AI伺服器出貨與機櫃放量｜AI伺服器、ODM與系統製造股,bing.com,公開新聞搜尋索引,2024–2026 候選結果,2026-07-23,https://www.bing.com/news/search?q=%E6%8A%80%E5%98%89+Gigabyte+AI%E4%BC%BA%E6%9C%8D%E5%99%A8%E5%87%BA%E8%B2%A8%E8%88%87%E6%A9%9F%E6%AB%83%E6%94%BE%E9%87%8F+%E5%8F%B0%E8%82%A1+AI+%E7%A7%91%E6%8A%80%E8%82%A1+%E8%B5%B0%E5%8B%A2+%E6%96%B0%E8%81%9E+%E6%B3%95%E4%BA%BA+2024+2025+2026&setlang=zh-tw&FORM=HDRSC6,direct fine-grained sample,public news-search index,1931
TW AI Technology Stock Trend-AI Server And System Manufacturing,zh,#T#[TW AI Technology Stock Trend-AI Server And System Manufacturing]/zh_008.txt,公開新聞索引：華碩 ASUSTeK｜AI伺服器出貨與機櫃放量｜AI伺服器、ODM與系統製造股,bing.com,公開新聞搜尋索引,2024–2026 候選結果,2026-07-23,https://www.bing.com/news/search?q=%E8%8F%AF%E7%A2%A9+ASUSTeK+AI%E4%BC%BA%E6%9C%8D%E5%99%A8%E5%87%BA%E8%B2%A8%E8%88%87%E6%A9%9F%E6%AB%83%E6%94%BE%E9%87%8F+%E5%8F%B0%E8%82%A1+AI+%E7%A7%91%E6%8A%80%E8%82%A1+%E8%B5%B0%E5%8B%A2+%E6%96%B0%E8%81%9E+%E6%B3%95%E4%BA%BA+2024+2025+2026&setlang=zh-tw&FORM=HDRSC6,direct fine-grained sample,public news-search index,1924
TW AI Technology Stock Trend-AI Server And System Manufacturing,zh,#T#[TW AI Technology Stock Trend-AI Server And System Manufacturing]/zh_009.txt,公開新聞索引：微星 MSI｜AI伺服器出貨與機櫃放量｜AI伺服器、ODM與系統製造股,bing.com,公開新聞搜尋索引,2024–2026 候選結果,2026-07-23,https://www.bing.com/news/search?q=%E5%BE%AE%E6%98%9F+MSI+AI%E4%BC%BA%E6%9C%8D%E5%99%A8%E5%87%BA%E8%B2%A8%E8%88%87%E6%A9%9F%E6%AB%83%E6%94%BE%E9%87%8F+%E5%8F%B0%E8%82%A1+AI+%E7%A7%91%E6%8A%80%E8%82%A1+%E8%B5%B0%E5%8B%A2+%E6%96%B0%E8%81%9E+%E6%B3%95%E4%BA%BA+2024+2025+2026&setlang=zh-tw&FORM=HDRSC6,direct fine-grained sample,public news-search index,1908
TW AI Technology Stock Trend-AI Server And System Manufacturing,zh,#T#[TW AI Technology Stock Trend-AI Server And System Manufacturing]/zh_010.txt,公開新聞索引：神達 MiTAC｜AI伺服器出貨與機櫃放量｜AI伺服器、ODM與系統製造股,bing.com,公開新聞搜尋索引,2024–2026 候選結果,2026-07-23,https://www.bing.com/news/search?q=%E7%A5%9E%E9%81%94+MiTAC+AI%E4%BC%BA%E6%9C%8D%E5%99%A8%E5%87%BA%E8%B2%A8%E8%88%87%E6%A9%9F%E6%AB%83%E6%94%BE%E9%87%8F+%E5%8F%B0%E8%82%A1+AI+%E7%A7%91%E6%8A%80%E8%82%A1+%E8%B5%B0%E5%8B%A2+%E6%96%B0%E8%81%9E+%E6%B3%95%E4%BA%BA+2024+2025+2026&setlang=zh-tw&FORM=HDRSC6,direct fine-grained sample,public news-search index,1914
TW AI Technology Stock Trend-AI Server And System Manufacturing,zh,#T#[TW AI Technology Stock Trend-AI Server And System Manufacturing]/zh_011.txt,公開新聞索引：營邦 AIC｜AI伺服器出貨與機櫃放量｜AI伺服器、ODM與系統製造股,bing.com,公開新聞搜尋索引,2024–2026 候選結果,2026-07-23,https://www.bing.com/news/search?q=%E7%87%9F%E9%82%A6+AIC+AI%E4%BC%BA%E6%9C%8D%E5%99%A8%E5%87%BA%E8%B2%A8%E8%88%87%E6%A9%9F%E6%AB%83%E6%94%BE%E9%87%8F+%E5%8F%B0%E8%82%A1+AI+%E7%A7%91%E6%8A%80%E8%82%A1+%E8%B5%B0%E5%8B%A2+%E6%96%B0%E8%81%9E+%E6%B3%95%E4%BA%BA+2024+2025+2026&setlang=zh-tw&FORM=HDRSC6,direct fine-grained sample,public news-search index,1903
TW AI Technology Stock Trend-AI Server And System Manufacturing,zh,#T#[TW AI Technology Stock Trend-AI Server And System Manufacturing]/zh_012.txt,公開新聞索引：勤誠 Chenbro｜AI伺服器出貨與機櫃放量｜AI伺服器、ODM與系統製造股,bing.com,公開新聞搜尋索引,2024–2026 候選結果,2026-07-23,https://www.bing.com/news/search?q=%E5%8B%A4%E8%AA%A0+Chenbro+AI%E4%BC%BA%E6%9C%8D%E5%99%A8%E5%87%BA%E8%B2%A8%E8%88%87%E6%A9%9F%E6%AB%83%E6%94%BE%E9%87%8F+%E5%8F%B0%E8%82%A1+AI+%E7%A7%91%E6%8A%80%E8%82%A1+%E8%B5%B0%E5%8B%A2+%E6%96%B0%E8%81%9E+%E6%B3%95%E4%BA%BA+2024+2025+2026&setlang=zh-tw&FORM=HDRSC6,direct fine-grained sample,public news-search index,1920
TW AI Technology Stock Trend-AI Server And System Manufacturing,zh,#T#[TW AI Technology Stock Trend-AI Server And System Manufacturing]/zh_013.txt,公開新聞索引：研華 Advantech｜AI伺服器出貨與機櫃放量｜AI伺服器、ODM與系統製造股,bing.com,公開新聞搜尋索引,2024–2026 候選結果,2026-07-23,https://www.bing.com/news/search?q=%E7%A0%94%E8%8F%AF+Advantech+AI%E4%BC%BA%E6%9C%8D%E5%99%A8%E5%87%BA%E8%B2%A8%E8%88%87%E6%A9%9F%E6%AB%83%E6%94%BE%E9%87%8F+%E5%8F%B0%E8%82%A1+AI+%E7%A7%91%E6%8A%80%E8%82%A1+%E8%B5%B0%E5%8B%A2+%E6%96%B0%E8%81%9E+%E6%B3%95%E4%BA%BA+2024+2025+2026&setlang=zh-tw&FORM=HDRSC6,direct fine-grained sample,public news-search index,1930
TW AI Technology Stock Trend-AI Server And System Manufacturing,zh,#T#[TW AI Technology Stock Trend-AI Server And System Manufacturing]/zh_014.txt,公開新聞索引：樺漢 Ennoconn｜AI伺服器出貨與機櫃放量｜AI伺服器、ODM與系統製造股,bing.com,公開新聞搜尋索引,2024–2026 候選結果,2026-07-23,https://www.bing.com/news/search?q=%E6%A8%BA%E6%BC%A2+Ennoconn+AI%E4%BC%BA%E6%9C%8D%E5%99%A8%E5%87%BA%E8%B2%A8%E8%88%87%E6%A9%9F%E6%AB%83%E6%94%BE%E9%87%8F+%E5%8F%B0%E8%82%A1+AI+%E7%A7%91%E6%8A%80%E8%82%A1+%E8%B5%B0%E5%8B%A2+%E6%96%B0%E8%81%9E+%E6%B3%95%E4%BA%BA+2024+2025+2026&setlang=zh-tw&FORM=HDRSC6,direct fine-grained sample,public news-search index,1925
TW AI Technology Stock Trend-AI Server And System Manufacturing,zh,#T#[TW AI Technology Stock Trend-AI Server And System Manufacturing]/zh_015.txt,公開新聞索引：凌華 ADLINK｜AI伺服器出貨與機櫃放量｜AI伺服器、ODM與系統製造股,bing.com,公開新聞搜尋索引,2024–2026 候選結果,2026-07-23,https://www.bing.com/news/search?q=%E5%87%8C%E8%8F%AF+ADLINK+AI%E4%BC%BA%E6%9C%8D%E5%99%A8%E5%87%BA%E8%B2%A8%E8%88%87%E6%A9%9F%E6%AB%83%E6%94%BE%E9%87%8F+%E5%8F%B0%E8%82%A1+AI+%E7%A7%91%E6%8A%80%E8%82%A1+%E8%B5%B0%E5%8B%A2+%E6%96%B0%E8%81%9E+%E6%B3%95%E4%BA%BA+2024+2025+2026&setlang=zh-tw&FORM=HDRSC6,direct fine-grained sample,public news-search index,1920
TW AI Technology Stock Trend-AI Server And System Manufacturing,zh,#T#[TW AI Technology Stock Trend-AI Server And System Manufacturing]/zh_016.txt,公開新聞索引：立端 Lanner｜AI伺服器出貨與機櫃放量｜AI伺服器、ODM與系統製造股,bing.com,公開新聞搜尋索引,2024–2026 候選結果,2026-07-23,https://www.bing.com/news/search?q=%E7%AB%8B%E7%AB%AF+Lanner+AI%E4%BC%BA%E6%9C%8D%E5%99%A8%E5%87%BA%E8%B2%A8%E8%88%87%E6%A9%9F%E6%AB%83%E6%94%BE%E9%87%8F+%E5%8F%B0%E8%82%A1+AI+%E7%A7%91%E6%8A%80%E8%82%A1+%E8%B5%B0%E5%8B%A2+%E6%96%B0%E8%81%9E+%E6%B3%95%E4%BA%BA+2024+2025+2026&setlang=zh-tw&FORM=HDRSC6,direct fine-grained sample,public news-search index,1920
TW AI Technology Stock Trend-AI Server And System Manufacturing,zh,#T#[TW AI Technology Stock Trend-AI Server And System Manufacturing]/zh_017.txt,公開新聞索引：威強電 IEI Integration｜AI伺服器出貨與機櫃放量｜AI伺服器、ODM與系統製造股,bing.com,公開新聞搜尋索引,2024–2026 候選結果,2026-07-23,https://www.bing.com/news/search?q=%E5%A8%81%E5%BC%B7%E9%9B%BB+IEI+Integration+AI%E4%BC%BA%E6%9C%8D%E5%99%A8%E5%87%BA%E8%B2%A8%E8%88%87%E6%A9%9F%E6%AB%83%E6%94%BE%E9%87%8F+%E5%8F%B0%E8%82%A1+AI+%E7%A7%91%E6%8A%80%E8%82%A1+%E8%B5%B0%E5%8B%A2+%E6%96%B0%E8%81%9E+%E6%B3%95%E4%BA%BA+2024+2025+2026&setlang=zh-tw&FORM=HDRSC6,direct fine-grained sample,public news-search index,1971
