label	file	title	domain	source_type	published	url	fine_labels
2026 US-Iran War-Targets And Damage	2026 US-Iran War-Targets And Damage/010_iranian-strikes-damaged-228-us-military-sites-in-middle-east-more-than.txt	Iranian strikes damaged 228 US military sites in Middle East, more than acknowledged: Report	aa.com.tr	新聞媒體	2 months ago	https://www.aa.com.tr/en/middle-east/iranian-strikes-damaged-228-us-military-sites-in-middle-east-more-than-acknowledged-report/3929285	2026 US-Iran War-Iranian Command And Security Apparatus Strikes | 2026 US-Iran War-Iranian Naval Target Strikes
2026 US-Iran War-Targets And Damage	2026 US-Iran War-Targets And Damage/011_us-attacks-iran-as-irgc-claims-strikes-on-us-military-sites-in-gulf-us.txt	US attacks Iran as IRGC claims strikes on US military sites in Gulf | US-Israel war on Iran News | Al Jazeera	aljazeera.com	新聞媒體	last week	https://www.aljazeera.com/news/2026/7/15/us-attacks-iran-as-irgc-claims-strikes-on-us-military-sites-in-gulf	2026 US-Iran War-Iranian Command And Security Apparatus Strikes | 2026 US-Iran War-Iranian Missile Drone And Air Defense Site Strikes
2026 US-Iran War-Targets And Damage	2026 US-Iran War-Targets And Damage/012_israel-launches-strikes-on-nuclear-sites-as-iran-warns-of-retaliation.txt	Israel launches strikes on nuclear sites as Iran warns of retaliation | US-Israel war on Iran News | Al Jazeera	aljazeera.com	新聞媒體	3 months ago	https://www.aljazeera.com/news/2026/3/27/israel-launches-strikes-on-iran-nuclear-sites-as-war-enters-fifth-week	2026 US-Iran War-Iranian Nuclear Program And Facility Attacks | 2026 US-Iran War-Civilian And Critical Infrastructure Damage
2026 US-Iran War-Targets And Damage	2026 US-Iran War-Targets And Damage/013_no-indication-iran-nuclear-installations-hit-iaea-says-newspaper-dawn.txt	‘No indication’ Iran nuclear installations hit, IAEA says - Newspaper - DAWN.COM	dawn.com	新聞媒體	4 months ago	https://www.dawn.com/news/1977683	2026 US-Iran War-Iranian Command And Security Apparatus Strikes | 2026 US-Iran War-Iranian Missile Drone And Air Defense Site Strikes | 2026 US-Iran War-Iranian Naval Target Strikes
2026 US-Iran War-Targets And Damage	2026 US-Iran War-Targets And Damage/014_us-military-completes-its-latest-strikes-on-iran-marking-the-10th-succ.txt	US military completes its latest strikes on Iran, marking the 10th successive night of attacks	reuters.com	新聞媒體	today	https://www.reuters.com/world/middle-east/us-military-completes-its-latest-strikes-iran-marking-10th-successive-night-2026-07-21	2026 US-Iran War-Iranian Command And Security Apparatus Strikes | 2026 US-Iran War-Iranian Missile Drone And Air Defense Site Strikes
2026 US-Iran War-Targets And Damage	2026 US-Iran War-Targets And Damage/015_country-bulletin-iran-security-situation-march-2026-accessible-gov-uk.txt	Country bulletin Iran: security situation, March 2026 (accessible) - GOV.UK	gov.uk	新聞媒體	2 weeks ago	https://www.gov.uk/government/publications/iran-country-policy-and-information-notes/country-bulletin-iran-security-situation-march-2026-accessible--2	2026 US-Iran War-Iranian Command And Security Apparatus Strikes | 2026 US-Iran War-Iranian Missile Drone And Air Defense Site Strikes | 2026 US-Iran War-Iranian Naval Target Strikes
2026 US-Iran War-Targets And Damage	2026 US-Iran War-Targets And Damage/016_no-sign-iran-s-nuclear-sites-were-hit-iaea-says-but-iran-alleges-one-w.txt	No sign Iran's nuclear sites were hit, IAEA says, but Iran alleges one was - AL-MONITOR: The Middle Eastʼs leading independent news source since…	al-monitor.com	新聞媒體	4 months ago	https://www.al-monitor.com/originals/2026/03/no-sign-irans-nuclear-sites-were-hit-iaea-says-iran-alleges-one-was	2026 US-Iran War-Iranian Nuclear Program And Facility Attacks
2026 US-Iran War-Targets And Damage	2026 US-Iran War-Targets And Damage/017_iran-says-it-targets-israeli-bases-accuses-israel-of-targeting-hospita.txt	Iran says it targets Israeli bases, accuses Israel of targeting hospitals | US-Israel war on Iran News | Al Jazeera	aljazeera.com	新聞媒體	4 months ago	https://www.aljazeera.com/news/2026/3/12/iran-says-it-targets-israeli-bases-accuses-israel-of-targeting-hospitals	2026 US-Iran War-Civilian And Critical Infrastructure Damage
2026 US-Iran War-Targets And Damage	2026 US-Iran War-Targets And Damage/018_us-military-identifies-3rd-service-member-believed-to-have-been-killed.txt	US military identifies 3rd service member believed to have been killed in Iranian attack	apnews.com	新聞媒體	today	https://apnews.com/article/5ec21d4f12fbdee658ec15ed8d3750ee	2026 US-Iran War-Iranian Nuclear Program And Facility Attacks | 2026 US-Iran War-Civilian And Critical Infrastructure Damage
2026 US-Iran War-Targets And Damage	2026 US-Iran War-Targets And Damage/019_iran-pounds-kuwait-with-fresh-wave-of-missile-launches-after-us-strike.txt	Iran pounds Kuwait with fresh wave of missile launches after US strikes	nypost.com	新聞媒體	today	https://nypost.com/2026/07/21/world-news/iran-pounds-kuwait-with-fresh-wave-of-missile-launches-after-us-strikes	2026 US-Iran War-Iranian Missile Drone And Air Defense Site Strikes | 2026 US-Iran War-Iranian Naval Target Strikes | 2026 US-Iran War-Civilian And Critical Infrastructure Damage
2026 US-Iran War-Targets And Damage	2026 US-Iran War-Targets And Damage/020_iran-hits-israeli-town-near-nuclear-facility-in-retaliation-for-natanz.txt	Iran hits Israeli town near nuclear facility in retaliation for Natanz strike | Israel | The Guardian	theguardian.com	新聞媒體	4 months ago	https://www.theguardian.com/world/2026/mar/21/iran-hits-israeli-town-housing-nuclear-facility-in-retaliation-for-natanz-strike	2026 US-Iran War-Iranian Nuclear Program And Facility Attacks
2026 US-Iran War-Targets And Damage	2026 US-Iran War-Targets And Damage/021_iran-war-timeline-civilians-bear-brunt-of-us-and-israels-weeks-long-ca.txt	Iran war timeline: civilians bear brunt of US and Israel’s weeks-long campaign | Iran | The Guardian	theguardian.com	新聞媒體	4 months ago	https://www.theguardian.com/world/2026/mar/22/iran-war-timeline-civilians-bear-brunt-of-us-and-israels-month-long-campaign	2026 US-Iran War-Iranian Command And Security Apparatus Strikes | 2026 US-Iran War-Iranian Missile Drone And Air Defense Site Strikes | 2026 US-Iran War-Iranian Nuclear Program And Facility Attacks
2026 US-Iran War-Targets And Damage	2026 US-Iran War-Targets And Damage/022_why-have-us-iran-strikes-resumed-and-what-does-it-mean-for-peace-us-is.txt	Why have US-Iran strikes resumed and what does it mean for peace? | US-Israel war on Iran News | Al Jazeera	aljazeera.com	新聞媒體	2 weeks ago	https://www.aljazeera.com/news/2026/7/8/why-have-us-iran-strikes-resumed-and-what-does-it-mean-for-peace-talks	2026 US-Iran War-Iranian Command And Security Apparatus Strikes | 2026 US-Iran War-Iranian Naval Target Strikes
2026 US-Iran War-Targets And Damage	2026 US-Iran War-Targets And Damage/023_iran-war-2026-day-20-update-19-march-2026.txt	Iran War 2026 -- Day 20 Update -- 19 March 2026	globalsecurity.orgwww.globalsecurity.org	新聞媒體	4 months ago	https://www.globalsecurity.orgwww.globalsecurity.org/military/ops/iran-war-20260319.htm	2026 US-Iran War-Iranian Nuclear Program And Facility Attacks
2026 US-Iran War-Targets And Damage	2026 US-Iran War-Targets And Damage/024_iran-uranium-stockpile-could-yield-maybe-a-dozen-bombs-iaea-iran-inter.txt	Iran uranium stockpile could yield 'maybe a dozen' bombs - IAEA | Iran International	iranintl.com	新聞媒體	5 months ago	https://www.iranintl.com/en/202602125429	2026 US-Iran War-Iranian Naval Target Strikes | 2026 US-Iran War-Iranian Nuclear Program And Facility Attacks
2026 US-Iran War-Targets And Damage	2026 US-Iran War-Targets And Damage/025_what-are-irans-nuclear-and-missile-capabilities-council-on-foreign-rel.txt	What Are Iran’s Nuclear and Missile Capabilities? | Council on Foreign Relations	cfr.org	智庫／研究機構	4 months ago	https://www.cfr.org/articles/what-are-irans-nuclear-and-missile-capabilities	2026 US-Iran War-Iranian Nuclear Program And Facility Attacks
2026 US-Iran War-Targets And Damage	2026 US-Iran War-Targets And Damage/026_tankers-with-saudi-crude-turn-back-as-houthis-open-new-front-in-us-ira.txt	Tankers with Saudi crude turn back as Houthis open new front in US-Iran war	reuters.com	新聞媒體	today	https://www.reuters.com/world/middle-east/iranian-forces-target-bahrain-kuwait-after-us-hits-irans-south-2026-07-21	2026 US-Iran War-Iranian Naval Target Strikes | 2026 US-Iran War-Iranian Nuclear Program And Facility Attacks | 2026 US-Iran War-Civilian And Critical Infrastructure Damage
2026 US-Iran War-Targets And Damage	2026 US-Iran War-Targets And Damage/027_us-hits-iran-for-8th-consecutive-night-tehran-returns-fire-on-gulf-bas.txt	US hits Iran for 8th consecutive night; Tehran returns fire on Gulf bases | News | Al Jazeera	aljazeera.com	新聞媒體	3 days ago	https://www.aljazeera.com/news/2026/7/19/us-launches-eighth-consecutive-night-of-attacks-on-iran	2026 US-Iran War-Civilian And Critical Infrastructure Damage
2026 US-Iran War-Targets And Damage	2026 US-Iran War-Targets And Damage/028_middle-east-crisis-live-israel-launches-fresh-strikes-on-tehran-iran-u.txt	Middle East crisis live: Israel launches fresh strikes on Tehran; Iran UN ambassador says death toll over 1,300 people | US-Israel war on Iran…	theguardian.com	新聞媒體	4 months ago	https://www.theguardian.com/world/live/2026/mar/10/iran-war-live-updates-iranian-supreme-leader-mojtaba-khamenei-middle-east-tehran-oil-prices-latest-news	2026 US-Iran War-Civilian And Critical Infrastructure Damage
2026 US-Iran War-Targets And Damage	2026 US-Iran War-Targets And Damage/029_israel-believes-iran-moved-nuclear-centrifuges-into-pickaxe-mountain.txt	Israel Believes Iran Moved Nuclear Centrifuges Into Pickaxe Mountain	wsj.com	新聞媒體	today	https://www.wsj.com/world/middle-east/israel-believes-iran-moved-nuclear-centrifuges-into-pickaxe-mountain-d29d21c0	2026 US-Iran War-Iranian Nuclear Program And Facility Attacks
2026 US-Iran War-Targets And Damage	2026 US-Iran War-Targets And Damage/030_us-warns-americans-worldwide-to-show-increased-caution-as-it-happened.txt	US warns Americans worldwide to show ‘increased caution’ – as it happened | US-Israel war on Iran | The Guardian	theguardian.com	新聞媒體	4 months ago	https://www.theguardian.com/world/live/2026/mar/22/middle-east-crisis-live-iran-war-trump-ultimatum-major-attack-strait-of-hormuz-open-israel-hit-tehran-retaliation	2026 US-Iran War-Civilian And Critical Infrastructure Damage
2026 US-Iran War-Targets And Damage	2026 US-Iran War-Targets And Damage/031_us-strikes-destroy-iran-s-main-naval-assets-naval-news.txt	US Strikes Destroy Iran's Main Naval Assets - Naval News	navalnews.com	新聞媒體	4 months ago	https://www.navalnews.com/naval-news/2026/03/us-strikes-destroy-irans-main-naval-assets	2026 US-Iran War-Iranian Naval Target Strikes
2026 US-Iran War-Targets And Damage	2026 US-Iran War-Targets And Damage/032_us-israeli-airstrikes-damage-over-19-000-civilian-buildings-across-ira.txt	US-Israeli airstrikes damage over 19,000 civilian buildings across Iran: Red Crescent - The Tribune	tribuneindia.com	新聞媒體	4 months ago	https://www.tribuneindia.com/news/airstrikes/us-israeli-airstrikes-damage-over-19000-civilian-buildings-across-iran-red-crescent	2026 US-Iran War-Civilian And Critical Infrastructure Damage
2026 US-Iran War-Targets And Damage	2026 US-Iran War-Targets And Damage/033_3-461-dead-in-30-days-iran-war-human-cost-warcosts.txt	3,461 Dead in 30 Days: Iran War Human Cost | WarCosts	warcosts.org	新聞媒體	3 months ago	https://www.warcosts.org/analysis/civilian-toll-iran-2026	2026 US-Iran War-Iranian Command And Security Apparatus Strikes | 2026 US-Iran War-Civilian And Critical Infrastructure Damage
2026 US-Iran War-Targets And Damage	2026 US-Iran War-Targets And Damage/034_iran-says-over-70-000-civilian-sites-damaged-in-us-israeli-attacks.txt	Iran says over 70,000 civilian sites damaged in US-Israeli attacks	aa.com.tr	新聞媒體	3 months ago	https://www.aa.com.tr/en/middle-east/iran-says-over-70-000-civilian-sites-damaged-in-us-israeli-attacks/3872285	2026 US-Iran War-Civilian And Critical Infrastructure Damage
2026 US-Iran War-Targets And Damage	2026 US-Iran War-Targets And Damage/035_war-in-iran-has-cost-the-us-37-5-billion-so-far-pentagon-says.txt	War in Iran has cost the US $37.5 billion so far, Pentagon says	reuters.com	新聞媒體	today	https://www.reuters.com/world/middle-east/us-war-iran-has-cost-375-billion-so-far-pentagon-says-2026-07-21	2026 US-Iran War-Iranian Nuclear Program And Facility Attacks | 2026 US-Iran War-Civilian And Critical Infrastructure Damage
2026 US-Iran War-Targets And Damage	2026 US-Iran War-Targets And Damage/036_over-42-000-civilian-units-damaged-in-war-on-iran-spokeswoman-politics.txt	Over 42,000 Civilian Units Damaged in War on Iran: Spokeswoman - Politics news - Tasnim News Agency	tasnimnews.ir	新聞媒體	4 months ago	https://www.tasnimnews.ir/en/news/2026/03/14/3540522/over-42-000-civilian-units-damaged-in-war-on-iran-spokeswoman	2026 US-Iran War-Civilian And Critical Infrastructure Damage
2026 US-Iran War-Targets And Damage	2026 US-Iran War-Targets And Damage/037_iran-vows-to-destroy-middle-east-water-and-energy-facilities-if-us-att.txt	Iran vows to destroy Middle East water and energy facilities if US attacks power plants | US-Israel war on Iran | The Guardian	theguardian.com	新聞媒體	4 months ago	https://www.theguardian.com/world/2026/mar/22/iran-says-destroy-middle-east-infrastructure-us-energy-sites	2026 US-Iran War-Civilian And Critical Infrastructure Damage
2026 US-Iran War-Targets And Damage	2026 US-Iran War-Targets And Damage/038_much-of-iran-s-navy-has-been-neutralized-asia-times.txt	Much of Iran's navy has been neutralized - Asia Times	asiatimes.com	新聞媒體	4 months ago	https://asiatimes.com/2026/03/much-of-irans-navy-has-been-neutralized	2026 US-Iran War-Iranian Command And Security Apparatus Strikes | 2026 US-Iran War-Iranian Naval Target Strikes
2026 US-Iran War-Targets And Damage	2026 US-Iran War-Targets And Damage/039_trump-warns-iran-of-much-greater-destruction-if-war-continues-they-hav.txt	Trump warns Iran of much greater destruction if war continues: 'They haven't seen anything yet'	nypost.com	新聞媒體	today	https://nypost.com/2026/07/21/us-news/trump-warns-iran-of-much-greater-destruction-if-war-continues-they-havent-seen-anything-yet	2026 US-Iran War-Iranian Nuclear Program And Facility Attacks | 2026 US-Iran War-Civilian And Critical Infrastructure Damage
2026 US-Iran War-Targets And Damage	2026 US-Iran War-Targets And Damage/040_iran-says-43-000-civilian-units-damaged-in-us-israeli-attacks.txt	Iran says 43,000 civilian units damaged in US-Israeli attacks	presstv.ir	新聞媒體	4 months ago	https://www.presstv.ir/Detail/2026/03/14/765375/Iran-says-43000-civilian-units-damaged-in-US-Israeli-attacks	2026 US-Iran War-Civilian And Critical Infrastructure Damage
2026 US-Iran War-Targets And Damage	2026 US-Iran War-Targets And Damage/041_iran-over-67-000-civilian-units-damaged-after-18-days-of-us-israeli-ag.txt	Iran: Over 67,000 civilian units damaged after 18 days of US-Israeli aggression	presstv.ir	新聞媒體	4 months ago	https://www.presstv.ir/Detail/2026/03/17/765500/Iran-Over-67000-civilian-units-damaged-after-18-days-of-US-Israeli-aggression%C2%A0	2026 US-Iran War-Civilian And Critical Infrastructure Damage
2026 US-Iran War-Targets And Damage	2026 US-Iran War-Targets And Damage/042_iaea-confirms-entrances-to-iran-s-natanz-enrichment-plant-were-bombed.txt	IAEA confirms entrances to Iran's Natanz enrichment plant were bombed - AL-MONITOR: The Middle Eastʼs leading independent news source since 2012	al-monitor.com	新聞媒體	4 months ago	https://www.al-monitor.com/originals/2026/03/iaea-confirms-entrances-irans-natanz-enrichment-plant-were-bombed	2026 US-Iran War-Iranian Nuclear Program And Facility Attacks
2026 US-Iran War-Targets And Damage	2026 US-Iran War-Targets And Damage/043_israeli-strikes-target-irans-chemical-weapons-program.txt	Israeli Strikes Target Iran’s Chemical Weapons Program	fdd.org	智庫／研究機構	3 months ago	https://www.fdd.org/analysis/2026/04/07/israeli-strikes-target-irans-chemical-weapons-program	2026 US-Iran War-Iranian Command And Security Apparatus Strikes | 2026 US-Iran War-Civilian And Critical Infrastructure Damage
2026 US-Iran War-Targets And Damage	2026 US-Iran War-Targets And Damage/044_what-is-irans-military-strategy-how-has-it-changed-since-june-2025-war.txt	What is Iran’s military strategy? How has it changed since June 2025 war? | Military News | Al Jazeera	aljazeera.com	新聞媒體	4 months ago	https://www.aljazeera.com/news/2026/3/2/what-is-irans-military-strategy-how-it-has-changed-since-june-2025-war	2026 US-Iran War-Regional US And Allied Base Attacks | 2026 US-Iran War-Civilian And Critical Infrastructure Damage
2026 US-Iran War-Targets And Damage	2026 US-Iran War-Targets And Damage/045_satellite-images-show-destruction-of-the-us-israel-war-on-iran-us-isra.txt	Satellite images show destruction of the US-Israel war on Iran | US-Israel war on Iran News | Al Jazeera	aljazeera.com	新聞媒體	last month	https://www.aljazeera.com/features/2026/6/8/satellite-images-show-destruction-of-the-us-israel-war-on-iran	2026 US-Iran War-Iranian Command And Security Apparatus Strikes | 2026 US-Iran War-Iranian Missile Drone And Air Defense Site Strikes | 2026 US-Iran War-Iranian Naval Target Strikes
2026 US-Iran War-Targets And Damage	2026 US-Iran War-Targets And Damage/046_us-issues-worldwide-caution-for-american-citizens-as-it-happened.txt	US issues 'worldwide caution' for American citizens - as it happened	theguardian.com	新聞媒體	today	https://www.theguardian.com/world/live/2026/jul/20/us-iran-war-live-updates-strikes-strait-of-hormuz-middle-east-crisis-latest-news	2026 US-Iran War-Iranian Naval Target Strikes
2026 US-Iran War-Targets And Damage	2026 US-Iran War-Targets And Damage/047_us-military-says-it-has-ended-its-latest-strikes-on-iran.txt	US military says it has ended its latest strikes on Iran	reuters.com	新聞媒體	today	https://www.reuters.com/world/middle-east/us-military-says-it-has-ended-its-latest-strikes-iran-2026-07-22	
2026 US-Iran War-Targets And Damage	2026 US-Iran War-Targets And Damage/048_preventing-irans-military-reconstitution.txt	Preventing Iran’s Military Reconstitution	csis.org	智庫／研究機構	4 weeks ago	https://www.csis.org/analysis/preventing-irans-military-reconstitution	
2026 US-Iran War-Targets And Damage	2026 US-Iran War-Targets And Damage/049_war-damage-amounts-to-3-000-per-iranian-with-blockade-set-to-add-to-lo.txt	War damage amounts to $3,000 per Iranian, with blockade set to add to losses | Iran International	iranintl.com	新聞媒體	3 months ago	https://www.iranintl.com/en/202603260200	
2026 US-Iran War-Targets And Damage	2026 US-Iran War-Targets And Damage/050_iran-war-cost-estimate-update-11-3-billion-at-day-6-16-5-billion-at-da.txt	Iran War Cost Estimate Update: $11.3 Billion at Day 6, $16.5 Billion at Day 12	csis.org	智庫／研究機構	4 months ago	https://www.csis.org/analysis/iran-war-cost-estimate-update-113-billion-day-6-165-billion-day-12	
2026 US-Iran War-Maritime And Energy Impact	2026 US-Iran War-Maritime And Energy Impact/001_us-attacks-oil-tanker-in-strait-of-hormuz-as-strikes-reported-in-tehra.txt	US attacks oil tanker in strait of Hormuz as strikes reported in Tehran | US-Israel war on Iran | The Guardian	theguardian.com	新聞媒體	last week	https://www.theguardian.com/world/2026/jul/16/us-attacks-oil-tanker-strait-of-hormuz-iran-tehran-strikes	2026 US-Iran War-Strait Of Hormuz Disruption | 2026 US-Iran War-US Blockade Of Iranian Ports | 2026 US-Iran War-Commercial Shipping Attacks
2026 US-Iran War-Maritime And Energy Impact	2026 US-Iran War-Maritime And Energy Impact/002_the-iran-war-is-exacting-a-heavy-toll-on-gulf-oil-and-gas-exporters-an.txt	The Iran war is exacting a heavy toll on Gulf oil and gas exporters – and creating risk and opportunity in North Africa |…	chathamhouse.org	智庫／研究機構	4 months ago	https://www.chathamhouse.org/2026/03/iran-war-exacting-heavy-toll-gulf-oil-and-gas-exporters-and-creating-risk-and-opportunity	2026 US-Iran War-Strait Of Hormuz Disruption | 2026 US-Iran War-Commercial Shipping Attacks | 2026 US-Iran War-Oil And Gas Market Impact
2026 US-Iran War-Maritime And Energy Impact	2026 US-Iran War-Maritime And Energy Impact/003_iran-has-largely-halted-oil-and-gas-exports-through-strait-of-hormuz-i.txt	Iran has largely halted oil and gas exports through strait of Hormuz | Iran | The Guardian	theguardian.com	新聞媒體	4 months ago	https://www.theguardian.com/world/2026/mar/03/iran-has-largely-halted-oil-and-gas-exports-through-strait-of-hormuz	2026 US-Iran War-Strait Of Hormuz Disruption | 2026 US-Iran War-Commercial Shipping Attacks | 2026 US-Iran War-Oil And Gas Market Impact
2026 US-Iran War-Maritime And Energy Impact	2026 US-Iran War-Maritime And Energy Impact/004_the-strait-of-hormuz-a-u-s-iran-maritime-flash-point-council-on-foreig.txt	The Strait of Hormuz: A U.S.-Iran Maritime Flash Point | Council on Foreign Relations	cfr.org	智庫／研究機構	last week	https://www.cfr.org/articles/strait-hormuz-us-iran-maritime-flash-point	2026 US-Iran War-Strait Of Hormuz Disruption | 2026 US-Iran War-US Blockade Of Iranian Ports | 2026 US-Iran War-Commercial Shipping Attacks
2026 US-Iran War-Maritime And Energy Impact	2026 US-Iran War-Maritime And Energy Impact/005_trump-waives-us-shipping-law-for-oil-and-gas-in-bid-to-lower-prices-us.txt	Trump waives US shipping law for oil and gas in bid to lower prices | US-Israel war on Iran | The Guardian	theguardian.com	新聞媒體	4 months ago	https://www.theguardian.com/world/2026/mar/18/trump-shipping-oil-gas-law	2026 US-Iran War-Strait Of Hormuz Disruption | 2026 US-Iran War-US Blockade Of Iranian Ports | 2026 US-Iran War-Commercial Shipping Attacks
2026 US-Iran War-Maritime And Energy Impact	2026 US-Iran War-Maritime And Energy Impact/006_how-long-can-iran-survive-the-uss-hormuz-blockade-us-israel-war-on-ira.txt	How long can Iran survive the US’s Hormuz blockade? | US-Israel war on Iran News | Al Jazeera	aljazeera.com	新聞媒體	2 months ago	https://www.aljazeera.com/news/2026/4/24/how-long-can-iran-survive-the-uss-hormuz-blockade	2026 US-Iran War-Strait Of Hormuz Disruption | 2026 US-Iran War-US Blockade Of Iranian Ports | 2026 US-Iran War-Oil And Gas Market Impact
2026 US-Iran War-Maritime And Energy Impact	2026 US-Iran War-Maritime And Energy Impact/007_tracking-the-shadow-fleet-how-iran-evaded-the-us-naval-blockade-in-hor.txt	Tracking the shadow fleet: How Iran evaded the US naval blockade in Hormuz | Investigation | Al Jazeera	aljazeera.com	新聞媒體	2 months ago	https://www.aljazeera.com/amp/economy/2026/4/30/tracking-the-shadow-fleet-how-iran-evaded-the-us-naval-blockade-in-hormuz	2026 US-Iran War-Strait Of Hormuz Disruption | 2026 US-Iran War-US Blockade Of Iranian Ports | 2026 US-Iran War-Commercial Shipping Attacks
2026 US-Iran War-Maritime And Energy Impact	2026 US-Iran War-Maritime And Energy Impact/008_hormuz-vessel-crossings-extend-slide-on-fresh-us-iran-attacks.txt	Hormuz vessel crossings extend slide on fresh US-Iran attacks	reuters.com	新聞媒體	today	https://www.reuters.com/world/middle-east/hormuz-vessel-crossings-extend-slide-fresh-us-iran-attacks-2026-07-21	2026 US-Iran War-Strait Of Hormuz Disruption | 2026 US-Iran War-US Blockade Of Iranian Ports | 2026 US-Iran War-Commercial Shipping Attacks
2026 US-Iran War-Maritime And Energy Impact	2026 US-Iran War-Maritime And Energy Impact/009_oil-price-drops-below-90-a-barrel-after-iran-says-strait-of-hormuz-is.txt	Oil price drops below $90 a barrel after Iran says strait of Hormuz is open | Oil | The Guardian	theguardian.com	新聞媒體	3 months ago	https://www.theguardian.com/business/2026/apr/17/oil-gas-prices-fall-iran-strait-of-hormuz-brent-crude-donald-trump	2026 US-Iran War-Strait Of Hormuz Disruption | 2026 US-Iran War-US Blockade Of Iranian Ports | 2026 US-Iran War-Commercial Shipping Attacks
2026 US-Iran War-Maritime And Energy Impact	2026 US-Iran War-Maritime And Energy Impact/010_war-hits-the-gas-pump-iran-the-strait-of-hormuz-and-energy-markets-the.txt	War Hits the Gas Pump: Iran, The Strait of Hormuz, and Energy Markets | The High Top | CSIS Events	csis.org	智庫／研究機構	4 months ago	https://www.csis.org/index.php/events/war-hits-gas-pump-iran-strait-hormuz-and-energy-markets-high-top	2026 US-Iran War-Strait Of Hormuz Disruption | 2026 US-Iran War-Oil And Gas Market Impact
2026 US-Iran War-Maritime And Energy Impact	2026 US-Iran War-Maritime And Energy Impact/011_what-does-the-iran-war-mean-for-global-energy-markets.txt	What Does the Iran War Mean for Global Energy Markets?	csis.org	智庫／研究機構	4 months ago	https://www.csis.org/analysis/what-does-iran-war-mean-global-energy-markets	2026 US-Iran War-Strait Of Hormuz Disruption | 2026 US-Iran War-Commercial Shipping Attacks | 2026 US-Iran War-Oil And Gas Market Impact
2026 US-Iran War-Maritime And Energy Impact	2026 US-Iran War-Maritime And Energy Impact/012_maritime-insurers-cancel-war-risk-cover-in-gulf-as-iran-conflict-disru.txt	Maritime insurers cancel war risk cover in Gulf as Iran conflict disrupts shipping | Shipping industry | The Guardian	theguardian.com	新聞媒體	4 months ago	https://www.theguardian.com/business/2026/mar/02/maritime-insurers-war-risk-cover-gulf-iran-shipping-strait-of-hormuz	2026 US-Iran War-Strait Of Hormuz Disruption | 2026 US-Iran War-Commercial Shipping Attacks
2026 US-Iran War-Maritime And Energy Impact	2026 US-Iran War-Maritime And Energy Impact/013_strait-of-hormuz-in-focus-as-iran-attacks-expose-gulf-energy-transport.txt	Strait of Hormuz in focus as Iran attacks expose Gulf energy transport risks | The National	thenationalnews.com	新聞媒體	4 months ago	https://www.thenationalnews.com/business/energy/2026/03/01/strait-of-hormuz-in-focus-as-iran-attacks-expose-gulf-energy-transport-risks	2026 US-Iran War-Strait Of Hormuz Disruption | 2026 US-Iran War-US Blockade Of Iranian Ports | 2026 US-Iran War-Commercial Shipping Attacks
2026 US-Iran War-Maritime And Energy Impact	2026 US-Iran War-Maritime And Energy Impact/014_iran-shuts-hormuz-strait-but-wasnt-it-already-closed-us-israel-war-on.txt	Iran shuts Hormuz strait: But wasn’t it already closed? | US-Israel war on Iran News | Al Jazeera	aljazeera.com	新聞媒體	last month	https://www.aljazeera.com/news/2026/6/11/iran-shuts-hormuz-strait-but-wasnt-it-already-closed	2026 US-Iran War-Strait Of Hormuz Disruption | 2026 US-Iran War-Commercial Shipping Attacks | 2026 US-Iran War-Oil And Gas Market Impact
2026 US-Iran War-Maritime And Energy Impact	2026 US-Iran War-Maritime And Energy Impact/015_irgc-warns-against-new-hormuz-route-for-ships-what-we-know-us-israel-w.txt	IRGC warns against new Hormuz route for ships: What we know | US-Israel war on Iran News | Al Jazeera	aljazeera.com	新聞媒體	3 weeks ago	https://www.aljazeera.com/news/2026/6/25/irgc-warns-against-new-hormuz-route-for-ships-what-we-know	2026 US-Iran War-Strait Of Hormuz Disruption | 2026 US-Iran War-Commercial Shipping Attacks | 2026 US-Iran War-Oil And Gas Market Impact
2026 US-Iran War-Maritime And Energy Impact	2026 US-Iran War-Maritime And Energy Impact/016_iran-conflict-2026-disruption-to-strait-of-hormuz-increases-energy-and.txt	Iran conflict 2026: Disruption to Strait of Hormuz increases energy and food production risks	janes.com	新聞媒體	未標示	https://www.janes.com/defence-intelligence-insights/defence-and-national-security-analysis/iran-conflict-2026-disruption-to-strait-of-hormuz-increases-energy-and-food-production-risks	2026 US-Iran War-Strait Of Hormuz Disruption | 2026 US-Iran War-Commercial Shipping Attacks | 2026 US-Iran War-Oil And Gas Market Impact
2026 US-Iran War-Maritime And Energy Impact	2026 US-Iran War-Maritime And Energy Impact/017_iran-and-the-strait-of-hormuz-risks-to-global-energy-prices-oxford-eco.txt	Iran and the Strait of Hormuz: risks to global energy prices | Oxford Economics	oxfordeconomics.com	新聞媒體	4 months ago	https://www.oxfordeconomics.com/resource/iran-and-the-strait-of-hormuz-risks-to-global-energy-prices	2026 US-Iran War-Strait Of Hormuz Disruption | 2026 US-Iran War-US Blockade Of Iranian Ports | 2026 US-Iran War-Commercial Shipping Attacks
